environment_transformation,inferred_actions,counterfactual_prediction_error_per_action
4,3,"[0.36306720645237844, 0.3675064837829777, 0.4093965932598991, 0.15262616337327317, 0.5840608298382297]"
0,0,"[0.17833575678359675, 0.22097351330204704, 0.24764402704186608, 0.4388753900451153, 0.3778963892723409]"
4,3,"[0.3924836550532908, 0.3904156242193247, 0.4281361356287915, 0.15651391515020424, 0.6464761191228281]"
4,3,"[0.39161749709505467, 0.4062123238326622, 0.43247515617407234, 0.16969577346788556, 0.5845728259143653]"
4,3,"[0.4254883846748874, 0.4400256944807948, 0.4362167847240692, 0.1408110389909453, 0.6723181046742633]"
7,4,"[0.40813094615399403, 0.39039852399464053, 0.4010308749516607, 0.6239485538865414, 0.23455215512729438]"
5,4,"[0.44678397572390227, 0.461939288005597, 0.4218042406624061, 0.6847409263741078, 0.24627018641401985]"
1,2,"[0.21804294990502796, 0.2767181462271718, 0.2000818827817082, 0.4456618699480385, 0.3879586555588617]"
0,0,"[0.18815621614241185, 0.25647271510047753, 0.2711129240343045, 0.4869953614652297, 0.3783184011862688]"
8,3,"[0.42972081689294916, 0.42870397675233696, 0.4904976877255998, 0.2799485588305384, 0.6638230553899315]"
3,4,"[0.42405708302953676, 0.45207705079321603, 0.4499860604249165, 0.679076284232416, 0.17151349122968945]"
3,4,"[0.3953619075607294, 0.4411365840433614, 0.4067161073033763, 0.6528948995013382, 0.1762069909561515]"
3,4,"[0.3937188919991525, 0.44635304872978726, 0.3962022218193221, 0.6231663160820746, 0.1662992943050707]"
5,4,"[0.4780027039804894, 0.5081045163172415, 0.4629562818878337, 0.7287306989132478, 0.2302140913130671]"
2,1,"[0.2340035798758954, 0.19387453431103158, 0.31688219274230833, 0.4490974560767404, 0.45341697271064857]"
2,1,"[0.22174792239129695, 0.16027882676549612, 0.33293531805351445, 0.45108643181150637, 0.45504486611867623]"
2,1,"[0.21785635153751606, 0.20744781714699845, 0.30019526326963636, 0.3940792416712971, 0.4210388457424982]"
3,4,"[0.43894144612739106, 0.5189812731945552, 0.4608066758382082, 0.7325475835782975, 0.2524917084131851]"
6,3,"[0.4517326482339629, 0.4782957190669281, 0.4672704340881945, 0.3493730778385698, 0.6692457434854084]"
8,3,"[0.45373340980545934, 0.4418462171024057, 0.5029136797898126, 0.2369557646101986, 0.6667489999037416]"
4,3,"[0.36906492834170934, 0.3603608419978475, 0.38358909136070785, 0.19521843330691255, 0.584369357610022]"
8,3,"[0.4392464832462179, 0.4120016535888912, 0.46511670459804183, 0.23677725618409143, 0.6232495520992669]"
3,4,"[0.37351843210749763, 0.43088756010610113, 0.3882152627694403, 0.6450713625447188, 0.20555859172070112]"
0,0,"[0.19317431620859435, 0.1995092431552691, 0.19697217424878563, 0.4640807331646946, 0.37835209510707446]"
0,0,"[0.14914449295510374, 0.24836667687656597, 0.21881320319867067, 0.43127543382536276, 0.43006831788438243]"
2,1,"[0.2400321721097267, 0.1544507602015331, 0.2835846556456874, 0.4290042889904976, 0.43823164977359436]"
5,4,"[0.47536100664246395, 0.5030153755170351, 0.42499261228021024, 0.7139994270170876, 0.28353760912003495]"
1,2,"[0.30158863343379044, 0.36101026662009783, 0.21228686285057888, 0.5511301394769946, 0.4869635027920348]"
5,4,"[0.8987666523427472, 0.9630561611167715, 0.732720360036859, 1.0869903718540652, 0.5681137293230074]"
0,0,"[0.30183804838154327, 0.3771779635314408, 0.3668512972113582, 0.5563406108433432, 0.5847857712465887]"
2,1,"[0.5062131521886373, 0.3499799073348671, 0.6737619373538217, 0.6692340250961878, 0.8221461386931594]"
4,3,"[0.7128522835629181, 0.6764424065632998, 0.8173202943772846, 0.40991999266454937, 0.9743258443713618]"
4,3,"[0.5343881170273822, 0.5405954357220566, 0.5772057867772624, 0.28387054647056464, 0.7722752371590649]"
6,3,"[0.4330204905459601, 0.4363398338368755, 0.4424963678082224, 0.2508586871909871, 0.6435711391884239]"
8,3,"[0.4118520148751387, 0.37564216743524875, 0.41684263086646717, 0.20564044433384865, 0.6159218090120789]"
5,4,"[0.5695781726286405, 0.6006944642603227, 0.5248671483972539, 0.7987480357889905, 0.27954186886370314]"
8,3,"[0.5464818630714352, 0.4830751118209804, 0.5451720382739802, 0.301111459640501, 0.7180213824119253]"
5,4,"[0.7185895629799922, 0.7199305536222582, 0.6437751621916957, 0.9511928112880293, 0.38855988539059416]"
5,4,"[0.6527560795861959, 0.7251201264197219, 0.5826312278798067, 0.8590100290702928, 0.4159244935581127]"
1,2,"[0.41203245302422986, 0.5202066794124321, 0.30476046076794766, 0.6800353807264552, 0.5735045574428022]"
2,1,"[0.40969564434021594, 0.30849376921627314, 0.5287096850068108, 0.5523935316618727, 0.6681265806412899]"
6,3,"[0.4752622164729158, 0.4900568919137259, 0.438885226991618, 0.31848297878373444, 0.6402792485996595]"
5,4,"[0.683659084421777, 0.7271462715458993, 0.626637972350766, 0.9952237878816044, 0.38817255363948805]"
2,1,"[0.30492225780986054, 0.2181632309398005, 0.342256144902243, 0.5527934311042382, 0.5183804459758484]"
6,3,"[0.5790557481277823, 0.5768693531121087, 0.5945200913115357, 0.2913476900476696, 0.7759356803030459]"
1,2,"[0.2759623015820227, 0.39224574425146747, 0.2268143986514917, 0.5219848622192729, 0.47578177279937545]"
7,4,"[0.5326963279578661, 0.5421096749799316, 0.560875540539557, 0.859449048837245, 0.3017113572990956]"
7,4,"[0.663025710989247, 0.6449357976430267, 0.6693043734056457, 0.9431494508889006, 0.380576406539596]"
7,4,"[0.8237141591049183, 0.8423782632646971, 0.8798313104635462, 1.0900568217396158, 0.5571367992666565]"
7,4,"[0.9185049215885439, 0.9708846566918462, 0.9528545440924805, 1.1456744669503067, 0.7841833315120811]"
4,3,"[0.8621216072701112, 0.8113876650861248, 0.9198608130832765, 0.4505757615270571, 1.1236815984464232]"
4,3,"[0.6164410226869188, 0.6900433141203708, 0.7209471735467182, 0.3409911276959743, 0.8280685180678143]"
7,4,"[0.6994728640576262, 0.6555989180559477, 0.6684521240104458, 0.8902333004028794, 0.48901544460577057]"
3,4,"[0.8888825437648668, 1.009300342475526, 0.9460454890019889, 1.12782508968153, 0.4337603262571605]"
6,3,"[0.7214922631223817, 0.7884563403026519, 0.6878606978494544, 0.5226657084210731, 0.8596725091083164]"
4,3,"[0.5569042718070518, 0.5114501071103201, 0.5959743423687841, 0.24414825821487, 0.7797339467792442]"
1,2,"[0.5044437916604869, 0.6169132026656384, 0.3039149928269344, 0.7559222560720928, 0.7216640501647218]"
4,3,"[0.7156054700498174, 0.6661151250430469, 0.7833880580121773, 0.35966306470276016, 0.9429848931278759]"
0,0,"[0.21332051007043834, 0.3838825926483611, 0.386877293156206, 0.5367138121827243, 0.5665330902517904]"
1,2,"[0.30289252443438913, 0.3594124334535161, 0.19413835830255266, 0.5041500020900511, 0.4622745256475572]"
1,2,"[0.306705618051077, 0.3501935735149617, 0.2471764995136411, 0.6039204613710207, 0.5119884608852355]"
8,3,"[0.548417611257731, 0.5405829581564681, 0.5863613230154737, 0.30634772868744625, 0.7019677765825754]"
4,3,"[0.3747834167280726, 0.3998382699280886, 0.41513026140826725, 0.19126214669572564, 0.6325218488555723]"
0,0,"[0.17288959555956146, 0.22479241828600705, 0.25803828426195635, 0.43123662464071183, 0.4178846002245152]"
7,4,"[0.42485290041459883, 0.43714302493444956, 0.4324679554480685, 0.6949579659429637, 0.23798866996984577]"
0,0,"[0.18137543846704934, 0.24377963652363716, 0.24884483003451577, 0.42556009301824965, 0.4441303537334275]"
1,2,"[0.2608031757896404, 0.3005800547816533, 0.14364795838552474, 0.4878441122013601, 0.4111226164088727]"
7,4,"[0.46464165928126155, 0.46336446109873103, 0.44246113832125233, 0.719266808099298, 0.28910612089714366]"
3,4,"[0.7801022653870586, 0.826827363146176, 0.7911624641627761, 1.0282871545609054, 0.24068141420604872]"
6,3,"[0.5262127193969692, 0.573107988640534, 0.5813739346984118, 0.3492618390793629, 0.7575081812883999]"
2,1,"[0.2831136627053902, 0.22981167889880794, 0.3171280584137257, 0.4328581360010123, 0.5107663069194726]"
1,2,"[0.2766840281870984, 0.30887717787705776, 0.22164081157044244, 0.5415051419534954, 0.44807559487138]"
8,3,"[0.4291759816025786, 0.4287367502960491, 0.45345284646522843, 0.2729474555974428, 0.6678362208997387]"
5,4,"[0.4912720816795011, 0.5297561983521988, 0.4928875361231464, 0.789834127922897, 0.3219046655168492]"
8,3,"[0.42215866098390836, 0.40769330254748126, 0.4521031406233044, 0.2639137411475706, 0.653788841537679]"
5,4,"[0.5176436818507149, 0.546771534251158, 0.4947688018152312, 0.8040473637085668, 0.2654238246517713]"
1,2,"[0.2867549890116744, 0.35825558908067356, 0.23084965168450114, 0.5407317887093187, 0.48817186479575125]"
6,3,"[0.5053588923750921, 0.49580528960833314, 0.5580893128951547, 0.3323129018322505, 0.7441448268395677]"
5,4,"[0.7537365843396845, 0.7208012882868063, 0.685826765328751, 0.9981285228848634, 0.4068206848640731]"
2,1,"[0.40958564063939434, 0.3259511638842042, 0.5135851582969457, 0.6865494462712959, 0.673758415865315]"
4,3,"[0.6653432193681811, 0.6341645204202867, 0.6739176720457731, 0.31099198280711543, 0.9168299062993235]"
7,4,"[0.7190821469554888, 0.817144704667896, 0.716737627799106, 1.0981622620953804, 0.3767269725887605]"
8,3,"[0.6039307137675742, 0.5419108057592443, 0.6653135779195608, 0.4304756876261364, 0.7918618886873113]"
6,3,"[0.6442983215895959, 0.6804632101695246, 0.6105645267754083, 0.4398350904168651, 0.8539658075608567]"
5,4,"[0.9553982627520402, 0.966190982846837, 0.7959720353928095, 1.1382472569667683, 0.5627785271577568]"
6,3,"[0.6677904919181686, 0.7222052529170917, 0.6457530124262693, 0.4234736243738937, 0.8715016540508164]"
5,4,"[0.8752359240875093, 0.8892279025782956, 0.8198249935986738, 1.1297719149963799, 0.5653752550501241]"
4,3,"[0.6227067021593446, 0.6751253796567072, 0.6327300941452391, 0.27397510897278926, 0.8875612486715548]"
2,1,"[0.3813424493219244, 0.3129336314432907, 0.5041431856859985, 0.6815609477920218, 0.6148475047950375]"
3,4,"[0.6293680381011277, 0.6594888603613915, 0.7186199074857403, 0.8797652966195214, 0.2715182538572397]"
2,1,"[0.2899569830698598, 0.25675270612276146, 0.3884828606366602, 0.5193249265863591, 0.5384648822804473]"
5,4,"[0.7430510159913485, 0.7614270900697793, 0.7337251230653404, 1.0289550948928918, 0.42565034406765484]"
7,4,"[0.8107691137485045, 0.8025577135109168, 0.9431019226673305, 1.0606766201749303, 0.5766122082354187]"
2,1,"[0.49974352443841247, 0.4194667675810523, 0.7105990070099758, 0.719324479389121, 0.813815486315038]"
6,3,"[0.6333867410735852, 0.665428240247864, 0.5950602069483318, 0.42995634213588296, 0.8622119921761703]"
4,3,"[0.6258616464059611, 0.6725650201775213, 0.6793855024257707, 0.31692107799158936, 0.8412513603194185]"
1,2,"[0.45838007757328775, 0.5163552499084073, 0.2646071309108559, 0.6929402702687548, 0.686477813970024]"
7,4,"[0.8988267389605984, 0.9177102509868511, 0.9322992574022845, 1.1302364448431554, 0.5803745610354681]"
2,1,"[0.5585926302976586, 0.4329174838680281, 0.6824874558261727, 0.8000347112015995, 0.8301100830377935]"
6,3,"[0.5901199053946943, 0.6435672435116354, 0.629653262066685, 0.41376505123608204, 0.8169547461581615]"
8,3,"[0.6292267134207826, 0.6443118749607261, 0.702275562070537, 0.3741559900001378, 0.8365765167973833]"
8,3,"[0.47792435217695306, 0.459025375949693, 0.5114988527921928, 0.23938489719457606, 0.6920831115170093]"
0,0,"[0.22471450224186545, 0.24065896395201952, 0.25807173074902906, 0.45396979581649927, 0.40887473853375217]"
0,0,"[0.20368999931887957, 0.26936760147809147, 0.272477798700021, 0.4673652556807362, 0.42231824263733825]"
0,0,"[0.20853596265440444, 0.2809098379494382, 0.2414819162962567, 0.42839541692039834, 0.43042429347114414]"
7,4,"[0.533983901321377, 0.5177998359744457, 0.5193417060588542, 0.7824294997012133, 0.29054660785330005]"
0,0,"[0.26298290372936234, 0.3355837053329145, 0.31312250360725746, 0.5050830400440437, 0.47484152890810666]"
5,4,"[0.572328600223586, 0.6233762823115744, 0.5248799665248636, 0.7861261851797468, 0.27802660574408194]"
3,4,"[0.6124973972114567, 0.6562643026745425, 0.5745169890727644, 0.8860027766345759, 0.28628765410155443]"
3,4,"[0.6120930758710758, 0.6492397974428679, 0.6096342321520487, 0.8240304651312822, 0.26914111408609337]"
1,2,"[0.42532574194128675, 0.47465715509384054, 0.26728341338369643, 0.6490255092346782, 0.576110952867454]"
4,3,"[0.520457595920694, 0.5365575955768317, 0.5368422523754045, 0.1857859467201849, 0.7422859474934148]"
0,0,"[0.21936268222881025, 0.3319589516522449, 0.30247911197897775, 0.556566264475291, 0.4996283711639227]"
1,2,"[0.2994603523048422, 0.36859198474054855, 0.21616606509984174, 0.6291194619290581, 0.5013078150139366]"
1,2,"[0.37018034419224094, 0.4133479461817711, 0.21849016057867482, 0.6115387806214048, 0.6037086046698376]"
5,4,"[0.7512725578994658, 0.7690541333178957, 0.7412233246785254, 1.0257232790514264, 0.38428864353785536]"
6,3,"[0.45948218761196064, 0.5102550312628491, 0.43946918502699206, 0.28021870332228377, 0.6740283692388287]"
0,0,"[0.18695314922626424, 0.28590515745476097, 0.2797640843940619, 0.4960106790620935, 0.48539251238630426]"
1,2,"[0.3538583369417587, 0.44773570961107356, 0.23316371667036695, 0.57902742996808, 0.580705126326859]"
0,0,"[0.20978527198571548, 0.3514548568812408, 0.3433414092296991, 0.557059221185808, 0.5671438664381769]"
4,3,"[0.44054460277828983, 0.46924732070817166, 0.47449879339223133, 0.26594490865726117, 0.7023628708108199]"
7,4,"[0.590153055876531, 0.6092614467970985, 0.6486862387847717, 0.8487707006589187, 0.33326630502027127]"
5,4,"[0.7094357356175882, 0.7305078296087604, 0.6601600939407695, 0.9516947254245272, 0.4842583243202026]"
2,1,"[0.43905989929268535, 0.3018913760039422, 0.5487426445738258, 0.7083291661141649, 0.681247982057481]"
8,3,"[0.49496396465693204, 0.491316736483635, 0.5243241387543413, 0.2816007054959881, 0.6906528261539447]"
6,3,"[0.4188191171421677, 0.4598975412801535, 0.42658153321206094, 0.27266307271723367, 0.624026810558183]"
3,4,"[0.5521272216484514, 0.6058064688213911, 0.5490966036486169, 0.8220731034793521, 0.2361418206210076]"
3,4,"[0.6651287793463595, 0.7403906693123683, 0.6992770549102888, 0.977983866145136, 0.27668843856053543]"
8,3,"[0.4853061156890386, 0.4502259221412332, 0.46377188167936734, 0.28001240577870873, 0.6384747694880476]"
3,4,"[0.5034381773459108, 0.5314287767716729, 0.5097709235353408, 0.7380785264294196, 0.21524042964225995]"
1,2,"[0.31833266146887984, 0.44767345886388793, 0.2594864717254635, 0.593185302279893, 0.5564936479280546]"
2,1,"[0.38830834852845214, 0.28777001594946344, 0.5080991639251824, 0.6867635752902109, 0.6698071026449945]"
6,3,"[0.5689133676407874, 0.573139462772331, 0.5420787703845079, 0.3219665601233476, 0.7551476427285928]"
1,2,"[0.27899971381445854, 0.3620507497504726, 0.1809143975621273, 0.5098406695085703, 0.4619952817337253]"
2,1,"[0.24667270992818532, 0.24092138985318012, 0.3526506947828599, 0.4906911030890956, 0.5069213154737118]"
6,3,"[0.4451418198849845, 0.511100703906726, 0.4678337168976799, 0.3059572850131403, 0.711187757544626]"
2,1,"[0.3195775033699417, 0.21339078793174238, 0.3547547841707518, 0.5059916268217496, 0.47452556758268044]"
0,0,"[0.18956355471138725, 0.26025931615376097, 0.2536286063050957, 0.47220633923978694, 0.40869416424251886]"
0,0,"[0.1919560216611178, 0.23165083102658238, 0.23818016077306753, 0.42793806303388954, 0.38808135470691246]"
3,4,"[0.393789590463247, 0.3923263092472287, 0.4233026305257252, 0.6809278111943321, 0.1781864062406142]"
0,0,"[0.16533912009215013, 0.23591953326807383, 0.23128003816778697, 0.42393628222696544, 0.41742689510289765]"
3,4,"[0.39418798748652734, 0.4345653162684239, 0.4010549810105125, 0.6689491444968623, 0.1838749257750727]"
2,1,"[0.2659990001328719, 0.18529410022696538, 0.26663142559470565, 0.4485298829241276, 0.4268710950697499]"
1,2,"[0.30077491243878585, 0.36200793150060767, 0.20332723603751102, 0.5136447291308543, 0.49316749195506454]"
8,3,"[0.42819990788857576, 0.40479872873238154, 0.4414462833514007, 0.20872864459917, 0.62739070726323]"
4,3,"[0.38089166255162477, 0.3811261937393987, 0.4061835283009434, 0.22507086210632596, 0.6311624057519553]"
1,2,"[0.25308633700030064, 0.2889781265491783, 0.2138956483789469, 0.45492812557145684, 0.40894882085675927]"
4,3,"[0.4197003755569264, 0.4151948609462929, 0.4427088078061654, 0.1760809279418471, 0.6513859893275756]"
6,3,"[0.4023976424179287, 0.39180630951614864, 0.4059442329188479, 0.2472374463095338, 0.6024154489609451]"
6,3,"[0.40132338325224387, 0.37327829103445664, 0.4007357185134692, 0.2498727433881601, 0.6450291037318984]"
7,4,"[0.427625599385872, 0.41849268065460254, 0.43654625471455455, 0.6594121837116403, 0.23119333406043763]"
5,4,"[0.42316889223951326, 0.40999861341183036, 0.4663004448717034, 0.6834307911017697, 0.28059321210951815]"
1,2,"[0.28787905385578505, 0.40231377105248267, 0.20856211936013805, 0.4481504092599326, 0.5285257741592241]"
5,4,"[0.5254867146142979, 0.51750755237827, 0.5693674885450699, 0.7494890270016255, 0.34202092606303447]"
1,2,"[0.3699124772051088, 0.4174758372932086, 0.27977764035199165, 0.5313950830130697, 0.5144137634459758]"
7,4,"[0.5712526555473771, 0.5550267519355059, 0.6776609050081487, 0.8271706670238959, 0.42096418767561816]"
7,4,"[0.6464921340878511, 0.617989939549956, 0.7573294977915153, 0.9561729883999883, 0.4280770201007377]"
6,3,"[0.5359082526204048, 0.6492128625862937, 0.47121809040990764, 0.40987045317801124, 0.7988683288650719]"
1,2,"[0.38273162257299986, 0.42789585920988066, 0.32458136695209994, 0.4778010502642165, 0.5572044498130831]"
1,2,"[0.37892877620776316, 0.41709696268240903, 0.2873221744969386, 0.5711508450589275, 0.5379920194020599]"
7,4,"[0.8050726073990909, 0.8202542085064398, 0.9023019567568538, 1.0783385677689492, 0.5724482912493081]"
0,0,"[0.4726558428958223, 0.6244473736366067, 0.6240856535380851, 0.7286714273631839, 0.7630880358189377]"
6,3,"[0.8302050913221473, 0.9160118815442156, 0.7869572582769099, 0.5555250921652352, 1.0171825393897256]"
0,0,"[0.32016106846661274, 0.41412922490336135, 0.4656398437236592, 0.5970901235001744, 0.6110477556181597]"
5,4,"[0.5889034232699327, 0.6307025935630717, 0.6251774007019831, 0.8263020890581856, 0.4345463449860945]"
1,2,"[0.4136731538871236, 0.47144923581082654, 0.3459916992116764, 0.6186160084222192, 0.5646799278880285]"
4,3,"[0.574992169260831, 0.640707971244807, 0.5639607468625935, 0.36768531723366366, 0.8552757343974345]"
4,3,"[0.4916970240194926, 0.5343857566242041, 0.4491301365623298, 0.27347892652458705, 0.6945160814731527]"
2,1,"[0.38586485464000214, 0.34831755791227376, 0.489970803917717, 0.6843494606721071, 0.668111395609817]"
2,1,"[0.42971900977244554, 0.3375697925947482, 0.4995929608273208, 0.737107737772471, 0.5869451081150934]"
8,3,"[0.5023169125370116, 0.4928762367442344, 0.5191148421717396, 0.354470148808155, 0.7959642405738047]"
3,4,"[0.7900519659985588, 0.7758229257605542, 0.8944089049197851, 1.029894494266711, 0.47081439840893974]"
7,4,"[0.8328406569822865, 0.7177279892401115, 0.8208881827976156, 0.961851810133394, 0.6294456870668879]"
